0	0	0	-0.000121246
0.10101	4.02228e-06	0	-0.000121301
0.20202	8.04706e-06	0	-0.000121464
0.30303	1.20767e-05	0	-0.000121735
0.40404	1.61136e-05	0	-0.000122114
0.505051	2.01595e-05	0	-0.000122598
0.606061	2.42161e-05	0	-0.000123188
0.707071	2.82845e-05	0	-0.000123883
0.808081	3.23653e-05	0	-0.000124679
0.909091	3.64587e-05	0	-0.000125573
1.0101	4.05641e-05	0	-0.000126558
1.11111	4.46808e-05	0	-0.000127626
1.21212	4.88073e-05	0	-0.000128771
1.31313	5.29418e-05	0	-0.000129983
1.41414	5.70824e-05	0	-0.000131255
1.51515	6.12265e-05	0	-0.000132578
1.61616	6.53715e-05	0	-0.000133941
1.71717	6.95144e-05	0	-0.000135338
1.81818	7.36522e-05	0	-0.000136764
1.91919	7.77818e-05	0	-0.000138213
2.0202	8.19001e-05	0	-0.000139684
2.12121	8.60041e-05	0	-0.000141174
2.22222	9.00909e-05	0	-0.000142678
2.32323	9.41578e-05	0	-0.000144188
2.42424	9.82024e-05	0	-0.000145697
2.52525	0.000102222	0	-0.000147193
2.62626	0.000106216	0	-0.000148665
2.72727	0.00011018	0	-0.000150099
2.82828	0.000114113	0	-0.000151484
2.92929	0.000118012	0	-0.000152806
3.0303	0.000121876	0	-0.000154054
3.13131	0.000125701	0	-0.000155216
3.23232	0.000129487	0	-0.000156284
3.33333	0.00013323	0	-0.000157252
3.43434	0.000136929	0	-0.00015812
3.53535	0.000140583	0	-0.000158889
3.63636	0.00014419	0	-0.000159567
3.73737	0.00014775	0	-0.000160158
3.83838	0.000151261	0	-0.000160666
3.93939	0.000154723	0	-0.000161093
4.0404	0.000158136	0	-0.000161437
4.14141	0.000161499	0	-0.000161694
4.24242	0.000164813	0	-0.000161862
4.34343	0.000168078	0	-0.000161939
4.44444	0.000171295	0	-0.000161929
4.54545	0.000174465	0	-0.000161839
4.64646	0.00017759	0	-0.00016168
4.74747	0.00018067	0	-0.000161467
4.84848	0.000183708	0	-0.000161217
4.94949	0.000186707	0	-0.000160951
5.05051	0.000189667	0	-0.00016069
5.15152	0.000192591	0	-0.000160458
5.25253	0.000195481	0	-0.000160282
5.35354	0.000198339	0	-0.000160183
5.45455	0.000201167	0	-0.000160184
5.55556	0.000203967	0	-0.0001603
5.65657	0.00020674	0	-0.000160544
5.75758	0.000209488	0	-0.000160922
5.85859	0.000212213	0	-0.000161439
5.9596	0.000214914	0	-0.000162095
6.06061	0.000217595	0	-0.000162891
6.16162	0.000220255	0	-0.000163828
6.26263	0.000222895	0	-0.000164906
6.36364	0.000225517	0	-0.000166125
6.46465	0.00022812	0	-0.000167481
6.56566	0.000230705	0	-0.000168969
6.66667	0.000233273	0	-0.000170579
6.76768	0.000235823	0	-0.000172296
6.86869	0.000238356	0	-0.0001741
6.9697	0.000240872	0	-0.000175971
7.07071	0.000243373	0	-0.000177884
7.17172	0.000245857	0	-0.000179819
7.27273	0.000248327	0	-0.000181753
7.37374	0.000250781	0	-0.000183669
7.47475	0.000253222	0	-0.000185549
7.57576	0.000255648	0	-0.000187378
7.67677	0.00025806	0	-0.000189142
7.77778	0.00026046	0	-0.000190828
7.87879	0.000262847	0	-0.000192421
7.9798	0.000265223	0	-0.000193913
8.08081	0.000267587	0	-0.000195294
8.18182	0.00026994	0	-0.000196557
8.28283	0.000272283	0	-0.000197699
8.38384	0.000274614	0	-0.000198718
8.48485	0.000276935	0	-0.000199615
8.58586	0.000279245	0	-0.000200394
8.68687	0.000281543	0	-0.000201062
8.78788	0.00028383	0	-0.000201628
8.88889	0.000286105	0	-0.000202099
8.9899	0.000288368	0	-0.000202484
9.09091	0.000290618	0	-0.00020279
9.19192	0.000292856	0	-0.00020302
9.29293	0.000295081	0	-0.000203177
9.39394	0.000297292	0	-0.000203263
9.49495	0.00029949	0	-0.000203279
9.59596	0.000301673	0	-0.000203227
9.69697	0.000303841	0	-0.000203113
9.79798	0.000305995	0	-0.000202945
9.89899	0.000308131	0	-0.000202734
10	0.000310251	0	-0.000202493
